state_cd,taf_mc_plan_id,chse_mco_name,state,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,kff_parent_firm,chse_matched_last_year,chse_parent_firm_acquisition_date,chse_parent_firm_name_change_date
AL,*PT1ST,Multiple Primary Care Providers,Alabama,2019,,Primary Care Case Management (PCCM),Patient 1st (Primary Care Case Management (PCCM)),Multiple primary care providers,Statewide,809137,0,809137,Multiple primary care providers,"",0,PATIENT FIRST,768188,546082,,0,Alabama Medicaid Agency,"",1,,
AR,*101652093,Complete Health with PACE,Arkansas,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Complete Health,Statewide,5,70,75,PACE,"",0,COMPLETE HEALTHWITH PACE,78,81,1,0,Baptist Health,"",1,,
AR,*132838715,Central Arkansas Development,Arkansas,2019,,Non-Emergency Medical Transportation,Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation),Central Arkansas Development Council,"Montgomery, Garland, Saline, Hot Springs, Clark, Pike, Sevier, Howard, Hempstead, Little River, Miller, Lafayette, Columbia, Quachita, Dallas, Calhoun, and Union Counties",127007,9794,136801,Central Arkansas Development Council,"",0,CENTRAL ARKANSAS DEVELOPMENT,172835,174779,1,0,Central Arkansas Development Council,"",1,,
AR,*132845715,Area Agency on Aging of Southeast Arkansas,Arkansas,2019,,Non-Emergency Medical Transportation,Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation),Area Agency on Aging of Southeast Arkansas,"Grant, Jefferson, Arkansas, Cleveland, Lincoln, Bradley, Drew, Desha, Chicot, and Ashley Counties",70777,7027,77804,Area Agency on Aging of Southeast Arkansas,"",0,AREA AGENCY ON AGING OF SOUTHEAST,98302,99544,1,0,Area Agencies on Aging,"",1,,
AR,*156033093,St. Bernard's Healthcare,Arkansas,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Total Life Healthcare,Statewide,8,250,258,PACE,"",0,TOTAL LIFE HEALTHCARE INC,270,274,1,0,St. Bernard's Healthcare,"",1,,
AR,*194921715,Area Agency of Aging of Western Arkansas,Arkansas,2019,,"","","","",,,,"","",0,AREA AGENCY ON AGING OF WESTERN,1,,,0,Area Agencies on Aging,"",1,,
AR,*195015715,"Southeastrans, Inc",Arkansas,2019,,Non-Emergency Medical Transportation,Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation),Southeasttrans,"Randolph, Clay, Lawrence, Greene, Craighead, Mississippi, Poinsett, Cross, Crittenden, St. Francis, Faulkner, Pulaski, and Lonoke Counties",0,0,0,Southeasttrans,"",0,"SOUTHEASTRANS, INC                                                                ",139358,140841,1,0,Southeastrans,"",1,,
AR,*197468715,"Southeastrans, Inc",Arkansas,2019,,Non-Emergency Medical Transportation,Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation),Southeasttrans,"Randolph, Clay, Lawrence, Greene, Craighead, Mississippi, Poinsett, Cross, Crittenden, St. Francis, Faulkner, Pulaski, and Lonoke Counties",0,0,0,Southeasttrans,"",0,"SOUTHEASTRANS, INC                                                                ",165254,166744,1,0,Southeastrans,"",1,,
AR,*221537727,Delta Dental of Arkansas,Arkansas,2019,,Dental only (PAHP),Arkansas Dental Managed Care (Dental only (PAHP)),Delta Dental of Arkansas,Statewide,272677,27952,300629,Delta Dental,"",0,DELTA DENTAL,369479,373768,1,0,Delta Dental,"",1,,
AR,*221739727,MCNA Dental,Arkansas,2019,,Dental only (PAHP),Arkansas Dental Managed Care (Dental only (PAHP)),Managed Care of North America (MCNA) Dental,Statewide,254785,26364,281149,"Managed Care of North America (MCNA), Inc.","",0,MCNA,348345,352426,1,0,"Managed Care of North America, Inc.","",1,,
AR,*223649727,Empower Healthcare Solutions,Arkansas,2019,,Comprehensive MCO + MLTSS,Provider-Led Arkansas Shared Savings Entity (PASSE) (Comprehensive MCO + MLTSS),Empower Healthcare Solutions,Statewide,16654,1701,18355,Beacon,Empower Healthcare Solutions,1,EMPOWER HEALTH SOLUTIONS,24199,23057,1,0,Arkansas Community Health Network|Arkansas Healthcare Alliance|Beacon Health Options|Independent Case Management|Statera|Woodruff Health Group,Anthem,1,,
AR,*223655727,Forever Care,Arkansas,2019,,"","","","",,,,"","",0,FOREVER CARE,8062,,,0,"Gateway Health, LLC.","",1,,
AR,*223658727,Arkansas Total Care,Arkansas,2019,,Comprehensive MCO + MLTSS,Provider-Led Arkansas Shared Savings Entity (PASSE) (Comprehensive MCO + MLTSS),Arkansas Total Care,Statewide,10725,1181,11906,Centene Corporation,Arkansas Total Care,1,ARKANSAS TOTAL CARE,15489,14792,1,0,Centene,Centene,1,,
AR,*224446727,Summit Community Care,Arkansas,2019,,Comprehensive MCO + MLTSS,Provider-Led Arkansas Shared Savings Entity (PASSE) (Comprehensive MCO + MLTSS),Summit Community Care,Statewide,12011,2964,14975,"Anthem Insurance Companies, Inc.",Summit Community Care,1,SUMMIT,19500,18901,1,0,Anthem,Anthem,1,,
AR,*230483715,Medical Transportation Management,Arkansas,2019,,"","","","",,,,"","",0,MEDICAL TRANSPORTATION MANAGEMENT INC,126308,124177,,0,Medical Transportation Management,"",,,
AR,*230514715,Medical Transportation Management,Arkansas,2019,,"","","","",,,,"","",0,MEDICAL TRANSPORTATION MANAGEMENT INC,66322,65347,,0,Medical Transportation Management,"",,,
AR,*230515715,Medical Transportation Management,Arkansas,2019,,"","","","",,,,"","",0,MEDICAL TRANSPORTATION MANAGEMENT INC,109613,108344,,0,Medical Transportation Management,"",,,
AR,*230516715,Medical Transportation Management,Arkansas,2019,,"","","","",,,,"","",0,MEDICAL TRANSPORTATION MANAGEMENT INC,137918,135778,,0,Medical Transportation Management,"",,,
AR,*230797093,Pace of the Ozarks,Arkansas,2019,,Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Pace of the Ozarks,Statewide,1,30,31,PACE,"",0,WASHINGTON REGIONAL MEDICORP,31,31,1,0,Washington Regional Medical Center,"",,,
AR,*231124715,"Southeastrans, Inc",Arkansas,2019,,Non-Emergency Medical Transportation,Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation),Southeasttrans,"Randolph, Clay, Lawrence, Greene, Craighead, Mississippi, Poinsett, Cross, Crittenden, St. Francis, Faulkner, Pulaski, and Lonoke Counties",418042,30654,448696,Southeasttrans,"",0,SOUTHEASTRANS INC,83406,84237,1,0,Southeastrans,"",,,
AR,*231126715,"Southeastrans, Inc",Arkansas,2019,,Non-Emergency Medical Transportation,Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation),Southeasttrans,"Randolph, Clay, Lawrence, Greene, Craighead, Mississippi, Poinsett, Cross, Crittenden, St. Francis, Faulkner, Pulaski, and Lonoke Counties",0,0,0,Southeasttrans,"",0,SOUTHEASTRANS INC,135677,136920,1,0,Southeastrans,"",,,
AR,*231127715,"Southeastrans, Inc",Arkansas,2019,,Non-Emergency Medical Transportation,Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation),Southeasttrans,"Randolph, Clay, Lawrence, Greene, Craighead, Mississippi, Poinsett, Cross, Crittenden, St. Francis, Faulkner, Pulaski, and Lonoke Counties",0,0,0,Southeasttrans,"",0,SOUTHEASTRANS INC,179149,181141,1,0,Southeastrans,"",,,
AR,*PCCM001,Multiple Primary Care Providers,Arkansas,2019,,Primary Care Case Management (PCCM),Connect Care (Primary Care Case Management (PCCM)),Multiple primary care providers,Statewide,0,0,0,Multiple primary care providers,"",0,PCCM PHYSICIAN,471825,439049,1,0,AR State,"",1,,
AR,*PCCM002,Multiple Primary Care Providers,Arkansas,2019,,Primary Care Case Management (PCCM),Connect Care (Primary Care Case Management (PCCM)),Multiple primary care providers,Statewide,414584,2227,416811,Multiple primary care providers,"",0,PCCM FQHC,75357,66629,1,0,AR State,"",1,,
AR,*PCCM003,Multiple Primary Care Providers,Arkansas,2019,,Primary Care Case Management (PCCM),Connect Care (Primary Care Case Management (PCCM)),Multiple primary care providers,Statewide,0,0,0,Multiple primary care providers,"",0,PCCM PCP GROUP,28497,25707,1,0,AR State,"",1,,
AZ,"",Mercy Care,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Mercy Care Plan - SMI,Maricopa County,22448,7256,29704,Dignity Health and Carondelet Health Network,Mercy Care Plan,1,"",,,,0,Dignity Health|Ascension Health,Aetna/CVS,0,,
AZ,*010158,United Healthcare,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),United Healthcare,"Gila, Maricopa, Pima and Pinal Counties",327817,30719,358536,United Healthcare,United Healthcare Plan,1,UNITEDHEALTHCARE,451571,453335,1,0,United Healthcare,UnitedHealth Group,1,,
AZ,*010166,DCS/CHP,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),DCS/CMDP,Statewide,13154,1,13155,Government Agency/Non-Profit Entity,DCS/CMDP,1,DCS/CMDP,22283,22847,1,0,Government Agency/Non-Profit Entity,"",1,,
AZ,*010254,Care 1st Health Plan,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Care 1st,"Apache, Coconino, Gila, Maricopa, Mohave, Navajo, Pinal and Yavapai Counties",160492,12898,173390,WellCare,Care1st Health Plan,1,CARE1ST HEALTH PLAN,216461,217239,1,0,WellCare,WellCare,1,,
AZ,*010306,Mercy Care,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Mercy Care,"Gila, Maricopa and Pinal Counties",304633,13551,318184,Dignity Health and Carondelet Health Network,Mercy Care Plan,1,MERCY CARE PLAN,1202123,501839,1,0,Dignity Health|Ascension Health,Aetna/CVS,1,,
AZ,*010314,Banner University Family Care,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Banner University Family Care,"Cochise, Gila, Graham/Greenlee*, LaPaz, Maricopa, Pima, Pinal, Santa Cruz and Yuma Counties",177446,15984,193430,Banner Health,Banner University Family Care,1,BANNER UNIV FAMILY CARE,262027,263424,1,0,Banner Health,"",1,,
AZ,*010422,Arizona Complete Health,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Arizona Complete Health- Complete Care Plan SMI,"Cochise, Graham/Greenlee*, LaPaz, Pima, Pinal, Santa Cruz and Yuma Counties",13409,4351,17760,Centene Corporation,Arizona Complete Health - Complete Care,1,AZ COMPLETE HEALTH CARE,698114,331538,1,0,Centene,Centene,0,,
AZ,*010422,Arizona Complete Health,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Arizona Complete Health-Complete Care Plan,"Cochise, Gila, Graham/Greenlee*, LaPaz, Maricopa, Pima, Pinal, Santa Cruz and Yuma Counties",175396,16443,191839,Centene Corporation,Arizona Complete Health - Complete Care,1,AZ COMPLETE HEALTH CARE,698114,331538,1,0,Centene,Centene,0,,
AZ,*010497,Health Choice Arizona,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Steward Health Choice Arizona,"Apache, Coconino, Gila, Maricopa, Mohave, Navajo, Pinal, and Yavapai Counties",187899,14163,202062,"Steward Healthcare System, LLC",Steward Health Choice Arizona,1,HEALTH CHOICE ARIZONA,439427,343195,1,0,Steward Health Care System,Steward Health Care System,1,,
AZ,*010497,Health Choice Arizona,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Steward Health Choice Arizona SMI,"Apache, Coconino, Gila, Mohave, Navajo and Yavapai Counties",5791,2072,7863,"Steward Healthcare System, LLC",Steward Health Choice Arizona,1,HEALTH CHOICE ARIZONA,439427,343195,1,0,Steward Health Care System,Steward Health Care System,1,,
AZ,*010500,Molina Complete Care of Arizona,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Magellan Complete Care,"Gila, Maricopa and Pinal Counties",11445,477,11922,Magellan Health Services of Arizona,Magellan Complete Care,1,MAGELLAN COMPLETE CARE,27420,27714,1,0,Magellan,Magellan Health,0,,
AZ,*110007,DES/Division of Developmental Disabilities,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),DES/Division of Developmental Disabilities (MLTSS),Statewide,21849,12131,33980,Government Agency/Non-Profit Entity,DES/Division of Developmental Disabilities,1,LTC DD DES,36191,36325,1,0,Government Agency/Non-Profit Entity,"",1,,
AZ,*110050,United Healthcare,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),United Heathcare (MLTSS),"Apache, Coconino, Gila, Maricopa, Mohave, Navajo, Pinal, Yavapai Counties",1251,8329,9580,United Healthcare,United Healthcare Plan,1,UNITEDHEALTHCARE LTC,12557,12978,1,0,United Healthcare,UnitedHealth Group,1,,
AZ,*110306,Mercy Care,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Mercy Care (MLTSS),"Gila, Maricopa, Pima and Pinal Counties",2464,10176,12640,Dignity Health and Carondelet Health Network,Mercy Care Plan,1,MERCY CARE PLAN - LTC,15658,16067,1,0,Dignity Health|Ascension Health,Aetna/CVS,1,,
AZ,*110313,Banner University Family Care,Arizona,2019,,Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Banner University Family Care (MLTSS),"Cochise, Gila, Graham/Greenlee*, La Paz, Maricopa, Pima, Pinal, Santa Cruz and Yuma Counties",940,5643,6583,Banner Health,Banner University Family Care,1,BANNER - UNIVERSITY LTC,8693,9049,1,0,Banner Health,"",1,,
CA,*015,Aetna Better Health of CA,California,2019,,Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),Aetna Better Health of CA/Sacramento,Sacramento County,7227,170,7397,Aetna Medicaid,Aetna Better Health of CA,1,AETNA BETTER HEALTH OF CALIFORNIA,12749,13095,1,0,CVS Health Corporation,Aetna/CVS,1,,
CA,*016,Aetna Better Health of CA,California,2019,,Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),Aetna Better Health of CA/San Diego,San Diego County,9667,151,9818,Aetna Medicaid,Aetna Better Health of CA,1,AETNA BETTER HEALTH OF CALIFORNIA,15991,16311,1,0,CVS Health Corporation,Aetna/CVS,1,,
CA,*018,UnitedHealthcare Community Plan,California,2019,,Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),UnitedHealthcare Community Plan/San Diego,San Diego County,10913,280,11193,UnitedHealthcare,United Healthcare Plan,1,UNITED HEALTH CARE,17512,17819,1,0,United Healthcare,UnitedHealth Group,1,,
CA,*029,Community Health Group,California,2019,,Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),Community Health Group Partnership Plan/San Diego,San Diego County,236806,19655,256461,Community Health Group,Community Health Group,1,COMMUNITY HEALTH GROUP PARTNERSHIP PLAN,305872,310079,1,0,Community Health Group,"",1,,
CA,*050,Sutter Health,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Sutter SeniorCare PACE/Sacramento,Sacramento County,51,327,378,Sutter Health,"",0,SUTTER SENIOR CARE,471,479,1,0,Sutter Health,"",1,,
CA,*051,Center for Elders Independence,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Center for Elders Independence/Alameda,Alameda County,76,588,664,Center for Elders Independence,"",0,CENTER FOR ELDERS INDEPENDENCE,794,831,1,0,Center for Elders Independence,"",1,,
CA,*052,AltaMed Health Services Corporation,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),AltaMed Senior Buenacare/Los Angeles,Los Angeles County,629,1987,2616,AltaMed Health Services Corporation,"",0,ALTA MED SENIOR BUENACARE,3147,3208,1,0,AltaMed Health Services Corporation,"",1,,
CA,*054,Center for Elders Independence,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Center for Elders Independence/Contra Costa,Contra Costa County,20,78,98,Center for Elders Independence,"",0,CENTER FOR ELDERS INDEPENDENCE (C COSTA),125,144,1,0,Center for Elders Independence,"",1,,
CA,*055,On Lok Lifeways,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),On Lok Lifeways/San Francisco,San Francisco County,85,912,997,On Lok Lifeways,"",0,ON LOK LIFEWAYS (SAN FRANCISCO),1152,1155,1,0,On Lok Lifeways,"",1,,
CA,*056,On Lok Lifeways,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),On Lok Lifeways/Alameda,Alameda County,64,214,278,On Lok Lifeways,"",0,ON LOK LIFEWAYS (ALAMEDA),319,321,1,0,On Lok Lifeways,"",1,,
CA,*057,Community Eldercare of San Diego,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),St. Paul's PACE/San Diego,San Diego County,175,710,885,Community Eldercare of San Diego,"",0,ST. PAUL'S PACE,1102,1142,1,0,Community Eldercare of San Diego,"",1,,
CA,*058,On Lok Lifeways,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),On Lok Lifeways/Santa Clara,Santa Clara County,54,246,300,On Lok Lifeways,"",0,ON LOK LIFEWAYS (SANTA CLARA),376,381,1,0,On Lok Lifeways,"",1,,
CA,*059,CalOptima,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),CalOptima PACE/Orange,Orange County,157,178,335,CalOptima,"",0,CALOPTIMA PACE,468,489,1,0,CalOptima,"",1,,
CA,*060,Brandman Centers for Senior Care,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Brandman Centers for Senior Care/Los Angeles,Los Angeles County,30,214,244,Brandman Centers for Senior Care,"",0,BRANDMAN CENTERS FOR SENIOR CARE,306,315,1,0,Los Angeles Jewish Health,"",1,,
CA,*061,InnovAge,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),InnovAge PACE/Riverside,Riverside County,35,156,191,InnovAge,"",0,INNOVAGE (RIVERSIDE),281,284,1,0,InnovAge,"",1,,
CA,*062,InnovAge,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),InnovAge PACE/San Bernardino County,San Bernardino County,108,422,530,InnovAge,"",0,INNOVAGE (SAN BERNARDINO),756,799,1,0,InnovAge,"",1,,
CA,*063,Humboldt Senior Resource Center,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Redwood Coast Pace/Humboldt,Humboldt County,15,156,171,Humboldt Senior Resource Center,"",0,"""""HUMBOLDT SENIOR RESOURCE CENTER, INC.""""                                           ",211,221,1,0,Humboldt Senior Resource Center,"",1,,
CA,*064,Golden Valley Health Centers,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Fresno PACE,Fresno County,260,407,667,Central Valley Medical Services Corporation,"",0,CENTRAL VALLEY MEDICAL SERVICES CORP,840,844,1,0,Golden Valley Health Centers,"",1,,
CA,*065,San Diego PACE,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),San Diego PACE,San Diego County,140,374,514,San Diego PACE,"",0,SAN DIEGO PACE,750,759,1,0,San Ysidro Health,"",1,,
CA,*066,Welbe Health,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Stockton PACE/San Joaquin,San Joaquin County,15,51,66,Welbe Health,"",0,STOCKTON PACE (SAN JOAQUIN),142,145,1,0,Welbe Health,"",,,
CA,*067,Welbe Health,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Stockton PACE/Stanislaus,Stanislaus County,1,6,7,Welbe Health,"",0,STOCKTON PACE (STANISLAUS),17,17,1,0,Welbe Health,"",,,
CA,*068,Health Net,California,2019,,Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),Health Net/San Diego,San Diego County,54471,13181,67652,Centene Corporation,Health Net,1,"""""HEALTH NET COMMUNITY SOLUTIONS, INC.""""                                            ",84214,85258,1,0,Centene,Centene,1,,
CA,*069,West Health,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Gary and Mary West PACE of Northern San Diego,San Diego County,0,1,1,West Health,"",0,GARY AND MARY WEST PACE,28,29,1,0,West Health,"",,,
CA,*073,Family Health Centers of San Diego,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Family Health Centers of San Diego,San Diego County,1,0,1,Family Health Centers of San Diego,"",0,FAMILY HEALTH CENTERS OF SAN DIEGO,30,30,1,0,Family Health Centers of San Diego,"",,,
CA,*074,Welbe Health,California,2019,,Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Pacific PACE/Los Angeles,Los Angeles County,0,3,3,Welbe Health,"",0,PACIFIC PACE,57,59,1,0,Welbe Health,"",,,
CA,*079,KP Cal LLC (Kaiser Permanente),California,2019,,Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),KP Cal LLC/San Diego,San Diego County,43168,6453,49621,Kaiser Permanente,KP Cal LLC (Kaiser Permanente),1,KP CAL LLC (SOCAL),59251,59909,1,0,Kaiser Permanente,Kaiser Permanente,1,,
CA,*100,Anthem Blue Cross Partnership Plan,California,2019,,Comprehensive MCO,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan/Region 2,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",80212,3085,83297,"Anthem Insurance Companies, Inc.",Anthem Blue Cross Partnership,1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,187,193,1,1,Anthem,Anthem,1,,
CA,*101,Anthem Blue Cross Partnership Plan,California,2019,,Comprehensive MCO,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan/Region 2,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.",Anthem Blue Cross Partnership,1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,5967,6024,1,1,Anthem,Anthem,1,,
