state_cd,taf_mc_plan_id,chse_mco_name,state,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,kff_parent_firm,chse_matched_last_year,chse_parent_firm_acquisition_date,chse_parent_firm_name_change_date
AR,*223658727,Arkansas Total Care,Arkansas,2021,"",Comprehensive MCO + MLTSS,Arkansas Total Care (Comprehensive MCO + MLTSS),Arkansas Total Care,Statewide,0,0,0,Centene,Arkansas Total Care,1,ARKANSAS TOTAL CARE,15916,15973,,0,Centene,Centene,1,,
AR,*224446727,Summit Community Care,Arkansas,2021,"",Comprehensive MCO + MLTSS,Summit Community Care (Comprehensive MCO + MLTSS),Summit Community Care,Statewide,0,0,0,Anthem,Summit Community Care,1,SUMMIT,18325,18420,,0,Anthem,Anthem,1,,
AR,*230797093,Pace of the Ozarks,Arkansas,2021,"",Non-Emergency Medical Transportation,"Southeastrans, Inc (Non-Emergency Medical Transportation)","Southeastrans, Inc",Statewide,0,0,0,"Southeastrans, Inc","",0,WASHINGTON REGIONAL MEDICORP,95,97,,0,Washington Regional Medical Center,"",1,,
AR,*231124715,"Southeastrans, Inc",Arkansas,2021,"",Non-Emergency Medical Transportation,"Southeastrans, Inc (Non-Emergency Medical Transportation)","Southeastrans, Inc",Statewide,0,0,0,"Southeastrans, Inc","",0,SOUTHEASTRANS INC,88445,88915,,0,Southeastrans,"",1,,
AR,*231126715,"Southeastrans, Inc",Arkansas,2021,"",Non-Emergency Medical Transportation,"Southeastrans, Inc (Non-Emergency Medical Transportation)","Southeastrans, Inc",Statewide,0,0,0,"Southeastrans, Inc","",0,SOUTHEASTRANS INC,140704,141320,,0,Southeastrans,"",1,,
AR,*231127715,"Southeastrans, Inc",Arkansas,2021,"",Non-Emergency Medical Transportation,"Southeastrans, Inc (Non-Emergency Medical Transportation)","Southeastrans, Inc",Statewide,0,0,0,"Southeastrans, Inc","",0,SOUTHEASTRANS INC,198240,199304,,0,Southeastrans,"",1,,
AR,*PCCM001,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCCM PHYSICIAN,446693,448313,,0,AR State,"",1,,
AR,*PCCM002,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCCM FQHC,74740,74955,,0,AR State,"",1,,
AR,*PCCM003,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCCM PCP GROUP,23970,24085,,0,AR State,"",1,,
AR,*PCCM004,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCCM NURSE PRACTITIONER,20,20,,0,AR State,"",,,
AR,*PCMH001,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCMH PHYSICIAN,15026,15044,,0,AR State,"",,,
AR,*PCMH002,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCMH PHYSICIANS GROUP,303855,304139,,0,AR State,"",,,
AR,*PCMH003,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCMH RURAL HEALTH,38639,38689,,0,AR State,"",,,
AR,*PCMH004,Multiple Primary Care Providers,Arkansas,2021,"",Primary Care Case Management (PCCM),PCCM (Primary Care Case Management (PCCM)),Primary Care Case Management,Statewide,0,0,0,AR State,"",0,PCMH PCP GROUP,21573,21618,,0,AR State,"",,,
AZ,"",Arizona Complete Health,Arizona,2021,"",Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Arizona Health Care Cost Containment System (SMI) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Arizona Complete Health- Complete Care Plan RBHA (SMI),"Cochise, Graham, Greenlee, LaPaz, Pima, Pinal, Santa Cruz, and Yuma counties",0,0,0,Centene Corporation,Arizona Complete Health - Complete Care Plan,1,"",,,,0,Centene,Centene,,,
AZ,"",Health Choice Arizona,Arizona,2021,"",Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Arizona Health Care Cost Containment System (SMI) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Health Choice Arizona RBHA (SMI),"Apache, Coconino, Gila, Mohave, Navajo, and Yavapai counties",0,0,0,Blue Cross Blue Shield of Arizona,Health Choice Arizona,1,"",,,,1,Blue Cross Blue Shield of Arizona,"",,,
AZ,"",Mercy Care,Arizona,2021,"",Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Arizona Health Care Cost Containment System (SMI) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Mercy Care RBHA (SMI),Maricopa county,0,0,0,Dignity Health and Carondelet Health Network,Mercy Care,1,"",,,,0,Dignity Health|Ascension Health,"",,,
AZ,*010158,United Healthcare,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),United Healthcare,"Gila, Maricopa, Pima, and Pinal counties",0,0,0,United Healthcare,United Healthcare,1,UNITEDHEALTHCARE,477126,478885,,0,United Healthcare,UnitedHealth Group,1,,
AZ,*010166,DCS/CHP,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),DCS/CHP,Statewide,0,0,0,Government Agency/Non-Profit Entity,DCS/CHP,1,DCS/CHP,20810,20984,,0,Government Agency/Non-Profit Entity,"",1,,
AZ,*010254,Care 1st Health Plan,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Care 1st,"Apache, Coconino, Gila, Maricopa, Mohave, Navajo, Pinal, and Yavapai counties",0,0,0,WellCare/Centene Corporation,Care 1st Health Plan,1,CARE1ST HEALTH PLAN,354796,205292,,0,Centene,Centene,1,,
AZ,*010306,Mercy Care,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Mercy Care,"Gila, Maricopa, and Pinal counties",0,0,0,Dignity Health and Carondelet Health Network,Mercy Care,1,MERCY CARE PLAN,1396616,512007,,0,Dignity Health|Ascension Health,"",1,,
AZ,*010314,Banner University Family Care,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Banner University Family Care,"Cochise, Gila, Graham, Greenlee, LaPaz, Maricopa, Pima, Pinal, Santa Cruz, and Yuma counties",0,0,0,Banner Health,Banner University Family Care,1,BANNER UNIV FAMILY CARE,305626,306774,,0,Banner Health,"",1,,
AZ,*010422,Arizona Complete Health,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Arizona Complete Health-Complete Care Plan,"Cochise, Gila, Graham, Greenlee, LaPaz, Maricopa, Pima, Pinal, Santa Cruz, and Yuma counties",0,0,0,Centene Corporation,Arizona Complete Health - Complete Care Plan,1,AZ COMPLETE HEALTH CARE,794133,471124,,0,Centene,Centene,1,,
AZ,*010497,Health Choice Arizona,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Health Choice Arizona,"Apache, Coconino, Gila, Maricopa, Mohave, Navajo, Pinal, and Yavapai counties",0,0,0,Blue Cross Blue Shield of Arizona,Health Choice Arizona,1,HEALTH CHOICE ARIZONA,314342,343174,,1,Blue Cross Blue Shield of Arizona,"",1,,
AZ,*010500,Molina Complete Care of Arizona,Arizona,2021,"",Comprehensive MCO + MLTSS,Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS),Molina Complete Care of Arizona,"Gila, Maricopa, and Pinal counties",0,0,0,Molina Complete Care of Arizona,Molina Complete Care of Arizona,1,MOLINA COMPLETE CARE,52160,52433,,0,Molina,Molina,1,2021-01-01,
AZ,*110007,DES/Division of Developmental Disabilities,Arizona,2021,"",MLTSS only (PIHP and/or PAHP),Arizona Health Care Cost Containment System (MLTSS) (MLTSS only (PIHP and/or PAHP)),DES/Division of Developmental Disabilities (MLTSS),Statewide,0,0,0,Government Agency/Non-Profit Entity,DES/Division of Developmental Disabilities,1,LTC DD DES,38644,38739,,0,Government Agency/Non-Profit Entity,"",1,,
AZ,*110050,United Healthcare,Arizona,2021,"",MLTSS only (PIHP and/or PAHP),Arizona Health Care Cost Containment System (MLTSS) (MLTSS only (PIHP and/or PAHP)),United Healthcare (MLTSS),"Apache, Coconino, Gila, Maricopa, Mohave, Navajo, Pinal, and Yavapai counties",0,0,0,United Healthcare,United Healthcare,1,UNITEDHEALTHCARE LTC,11232,11622,,0,United Healthcare,UnitedHealth Group,1,,
AZ,*110306,Mercy Care,Arizona,2021,"",MLTSS only (PIHP and/or PAHP),Arizona Health Care Cost Containment System (MLTSS) (MLTSS only (PIHP and/or PAHP)),Mercy Care (MLTSS),"Gila, Maricopa, Pima, and Pinal counties",0,0,0,Dignity Health and Carondelet Health Network,Mercy Care,1,MERCY CARE PLAN - LTC,13594,13980,,0,Dignity Health|Ascension Health,"",1,,
AZ,*110313,Banner University Family Care,Arizona,2021,"",MLTSS only (PIHP and/or PAHP),Arizona Health Care Cost Containment System (MLTSS) (MLTSS only (PIHP and/or PAHP)),Banner University Family Care (MLTSS),"Cochise, Gila, Graham, Greenlee, La Paz, Maricopa, Pima, Pinal, Santa Cruz, and Yuma counties",0,0,0,Banner Health,Banner University Family Care,1,BANNER - UNIVERSITY LTC,8314,8593,,0,Banner Health,"",1,,
CA,"",Golden Valley Health Centers,California,2021,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Central Valley PACE (San Joaquin),San Joaquin county,0,0,0,Golden Valley Health Centers,"",0,,,,,0,Golden Valley Health Centers,"",0,,
CA,*015,Aetna Better Health of CA,California,2021,"",Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),Aetna Better Health of CA/Sacramento,Sacramento county,0,0,0,Aetna Medicaid,Aetna Better Health of CA,1,AETNA BETTER HEALTH OF CALIFORNIA,19458,19837,,0,CVS Health Corporation,CVS Health,1,,
CA,*016,Aetna Better Health of CA,California,2021,"",Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),Aetna Better Health of CA/San Diego,San Diego county,0,0,0,Aetna Medicaid,Aetna Better Health of CA,1,AETNA BETTER HEALTH OF CALIFORNIA,26296,26616,,0,CVS Health Corporation,CVS Health,1,,
CA,*018,UnitedHealthcare Community Plan,California,2021,"",Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),UnitedHealthcare Community Plan/San Diego,San Diego county,0,0,0,UnitedHealthcare,UnitedHealthcare Community Plan,1,UNITED HEALTH CARE,29537,29902,,0,United Healthcare,UnitedHealth Group,1,,
CA,*029,Community Health Group,California,2021,"",Comprehensive MCO + MLTSS,Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS),Community Health Group-San Diego,San Diego,0,0,0,Community Health Group Foundation,Community Health Group,1,COMMUNITY HEALTH GROUP PARTNERSHIP PLAN,322437,325177,,0,Community Health Group,"",1,,
CA,*030,Golden Valley Health Centers,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Central Valley PACE (Stanislaus),Stanislaus county,0,0,0,Golden Valley Health Centers,"",0,CENTRAL VALLEY PACE (SAN JOAQUIN),2,2,,0,Golden Valley Health Centers,"",,,
CA,*031,Golden Valley Health Centers,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Central Valley PACE (Stanislaus),Stanislaus county,0,0,0,Golden Valley Health Centers,"",0,CENTRAL VALLEY PACE (STANISLAUS),143,145,,0,Golden Valley Health Centers,"",,,
CA,*032,Welbe Health,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Sequoia PACE (Fresno),Fresno county,0,0,0,Welbe Health,"",0,SEQUOIA PACE (FRESNO),263,270,,0,Welbe Health,"",,,
CA,*033,Welbe Health,California,2021,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Sequoia PACE (Kings),Kings county,0,0,0,Welbe Health,"",0,SEQUOIA PACE (KINGS),4,4,,0,Welbe Health,"",,,
CA,*034,Welbe Health,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Sequoia PACE (Tulare),Tulare county,0,0,0,Welbe Health,"",0,SEQUOIA PACE (TULARE),15,17,,0,Welbe Health,"",,,
CA,*035,Welbe Health,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Sequoia PACE(Madera),Madera county,0,0,0,Welbe Health,"",0,SEQUOIA PACE (MADERA),9,10,,0,Welbe Health,"",,,
CA,*036,Neighborhood Healthcare PACE,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Neighborhood PACE (Riverside),Riverside,0,0,0,Neighborhood Healthcare PACE,"",0,NEIGHBORHOOD HEALTHCARE PACE,19,21,,0,Neighborhood HealthCare,"",,,
CA,*037,Neighborhood Healthcare PACE,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Neighborhood PACE (San Bernardino),San Bernardino,0,0,0,Neighborhood Healthcare PACE,"",0,NEIGHBORHOOD HEALTHCARE PACE,18,20,,0,Neighborhood HealthCare,"",,,
CA,*038,North East Medical Services,California,2021,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),North East Medical Services,San Francisco county,0,0,0,North East Medical Services,"",0,NORTH EAST MEDICAL SERVICES,43,43,,0,North East Medical Services,"",,,
CA,*039,AltaMed Health Services Corporation,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),AltaMed Senior Buenacare/Orange,Orange county,0,0,0,AltaMed Health Services Corporation,"",0,ALTAMED HEALTH PLAN - ORANGE,171,176,,0,AltaMed Health Services Corporation,"",,,
CA,*041,Innovative Integrated Health Inc.,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Fresno PACE,Fresno county,0,0,0,Innovative Integrated Health Inc,"",0,"""""INNOVATIVE INTEGRATED HEALTH, INC. - FRESNO""""                                     ",1180,1317,,0,Innovative Integrated Health Inc.,"",,,
CA,*042,Innovative Integrated Health Inc.,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Bakersfield PACE (Tulare),Tulare,0,0,0,Innovative Integrated Health Inc.,"",0,IIH-BAKERSFIELD PACE - TULARE,14,14,,0,Innovative Integrated Health Inc.,"",,,
CA,*043,Innovative Integrated Health Inc.,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Bakersfield PACE (Kern),Kern county,0,0,0,Innovative Integrated Health Inc.,"",0,IIH-BAKERSFIELD PACE - KERN,322,625,,0,Innovative Integrated Health Inc.,"",,,
CA,*050,Sutter Health,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Sutter SeniorCare PACE/Sacramento,Sacramento county,0,0,0,Sutter Health,"",0,SUTTER SENIOR CARE,566,579,,0,Sutter Health,"",1,,
CA,*051,Center for Elders Independence,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Center for Elders Independence/Alameda,Alameda county,0,0,0,Center for Elders Independence,"",0,CENTER FOR ELDERS INDEPENDENCE,902,975,,0,Center for Elders Independence,"",1,,
CA,*052,AltaMed Health Services Corporation,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),AltaMed Senior Buenacare/Los Angeles,Los Angeles county,0,0,0,AltaMed Health Services Corporation,"",0,ALTA MED SENIOR BUENACARE,3921,4056,,0,AltaMed Health Services Corporation,"",1,,
CA,*054,Center for Elders Independence,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),Center for Elders Independence/Contra Costa,Contra Costa county,0,0,0,Center for Elders Independence,"",0,CENTER FOR ELDERS INDEPENDENCE (C COSTA),197,215,,0,Center for Elders Independence,"",1,,
CA,*055,On Lok Lifeways,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),On Lok Lifeways/San Francisco,San Francisco county,0,0,0,On Lok Lifeways,"",0,ON LOK LIFEWAYS (SAN FRANCISCO),1160,1162,,0,On Lok Lifeways,"",1,,
CA,*056,On Lok Lifeways,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),On Lok Lifeways/Alameda,Alameda county,0,0,0,On Lok Lifeways,"",0,ON LOK LIFEWAYS (ALAMEDA),345,345,,0,On Lok Lifeways,"",1,,
CA,*057,Community Eldercare of San Diego,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),St. Paul's PACE/San Diego,San Diego county,0,0,0,Community Eldercare of San Diego,"",0,ST. PAUL'S PACE,1364,1416,,0,Community Eldercare of San Diego,"",1,,
CA,*058,On Lok Lifeways,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),On Lok Lifeways/Santa Clara,Santa Clara county,0,0,0,On Lok Lifeways,"",0,ON LOK LIFEWAYS (SANTA CLARA),412,416,,0,On Lok Lifeways,"",1,,
CA,*059,CalOptima,California,2021,"",Program of All-Inclusive Care for the Elderly (PACE),Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE)),CalOptima PACE/Orange,Orange county,0,0,0,CalOptima,"",0,CALOPTIMA PACE,491,513,,0,CalOptima,"",1,,
